,Passenger ID,First Name,Last Name,Gender,Age,Nationality,Airport Name,Airport Country Code,Country Name,Airport Continent,Continents,Departure Date,Arrival Airport,Pilot Name,Flight Status,Ticket Type,Passenger Status
98422,kz7Ire,Dore,Sisnett,Female,79,Portugal,Binbrook Airfield,GB,United Kingdom,EU,Europe,5/14/2022,GSY,Dore Sisnett,Cancelled,Business,On Time
98423,pz2n0H,Camella,Catlette,Female,24,Indonesia,Namlea Airport,ID,Indonesia,AS,Asia,10/9/2022,NAM,Camella Catlette,On Time,Business,On Time
98424,8Y03s9,Marty,Deuss,Male,64,United States,Lalibella Airport,ET,Ethiopia,AF,Africa,11/21/2022,LLI,Marty Deuss,Delayed,Business,On Time
98425,Pz2yhj,Oren,Kroch,Male,2,Vietnam,Maio Airport,CV,Cabo Verde,AF,Africa,3/3/2022,MMO,Oren Kroch,On Time,Business,On Time
98426,9SFFUr,Claudio,Grigoriev,Male,52,France,Itabuna Airport,BR,Brazil,SAM,South America,2/10/2022,ITN,Claudio Grigoriev,On Time,Business,On Time
98427,6E8wFP,Margo,Camin,Female,11,Honduras,Ernabella Airport,AU,Australia,OC,Oceania,6/25/2022,ERB,Margo Camin,Cancelled,Business,On Time
98428,Ldxqro,Ermin,Verbrugghen,Male,88,Ukraine,Hingurakgoda Air Force Base,LK,Sri Lanka,AS,Asia,2/2/2022,HIM,Ermin Verbrugghen,Delayed,Business,On Time
98429,yO6m74,Elsa,Lacknor,Female,75,China,Akron Canton Regional Airport,US,United States,NAM,North America,2/18/2022,CAK,Elsa Lacknor,Delayed,Business,On Time
98430,ephvWg,Eugen,Shepheard,Male,44,Morocco,Redzikowo Air Base,PL,Poland,EU,Europe,4/11/2022,OSP,Eugen Shepheard,Delayed,Business,On Time
98431,WMDThR,Price,Ford,Male,29,United States,Zhijiang Airport,CN,China,AS,Asia,4/27/2022,HJJ,Price Ford,Cancelled,Business,On Time
98432,oiRhXK,Bourke,Gaunson,Male,34,Ukraine,Norman Wells Airport,CA,Canada,NAM,North America,9/3/2022,YVQ,Bourke Gaunson,Delayed,Business,On Time
98433,tK3l9I,Peter,Naismith,Male,5,China,Brewarrina Airport,AU,Australia,OC,Oceania,3/16/2022,BWQ,Peter Naismith,Cancelled,Business,On Time
98434,PkPJvX,Farlie,Klaesson,Male,84,China,Quezaltenango Airport,GT,Guatemala,NAM,North America,1/2/2022,AAZ,Farlie Klaesson,Delayed,Business,On Time
98435,cZ0eIy,Bridgette,Shortland,Female,6,Mexico,Kaintiba Airport,PG,Papua New Guinea,OC,Oceania,1/22/2022,KZF,Bridgette Shortland,Delayed,Business,On Time
98436,TXx8k6,Linette,Spight,Female,23,Central African Republic,Ranger Municipal Airport,US,United States,NAM,North America,12/4/2022,RGR,Linette Spight,Cancelled,Business,On Time
98437,KBIVZU,Dalli,Moine,Male,24,Canada,Merluna Airport,AU,Australia,OC,Oceania,12/23/2022,MLV,Dalli Moine,Cancelled,Business,On Time
98438,5ED6sj,Petr,Sinson,Male,75,Chile,Akunaq Heliport,GL,Greenland,EU,Europe,5/25/2022,QCU,Petr Sinson,On Time,Business,On Time
98439,UINFC7,Nessa,Treweela,Female,27,Argentina,Kornasoren Airfield,ID,Indonesia,AS,Asia,6/25/2022,FOO,Nessa Treweela,On Time,Business,On Time
98440,48Zrw1,Alisun,Weetch,Female,27,Philippines,Tonu Airport,PG,Papua New Guinea,OC,Oceania,9/28/2022,TON,Alisun Weetch,Delayed,Business,On Time
98441,otX5O3,Kendal,Medland,Male,60,Brazil,Iwami Airport,JP,Japan,AS,Asia,12/19/2022,IWJ,Kendal Medland,Cancelled,Business,On Time
98442,EUwKU7,Meriel,Aughtie,Female,22,Japan,Chatham Seaplane Base,US,United States,NAM,North America,3/5/2022,CYM,Meriel Aughtie,Delayed,Business,On Time
98443,HJ5J8F,Beth,Cranna,Female,64,Canada,South Cariboo Region / 108 Mile Airport,CA,Canada,NAM,North America,7/6/2022,ZMH,Beth Cranna,Cancelled,Business,On Time
98444,wYMSBb,Toiboid,Spadazzi,Male,42,Sweden,RAF Benson,GB,United Kingdom,EU,Europe,10/22/2022,BEX,Toiboid Spadazzi,Cancelled,Business,On Time
98445,82Fm0T,Kirsti,Lilleman,Female,3,Norway,Port Heiden Airport,US,United States,NAM,North America,12/27/2022,PTH,Kirsti Lilleman,On Time,Business,On Time
98446,0Mg02H,Bronnie,Dubarry,Male,77,Honduras,Mushaf Air Base,PK,Pakistan,AS,Asia,9/5/2022,SGI,Bronnie Dubarry,Cancelled,Business,On Time
98447,EV7MDl,Clementine,Jennemann,Female,69,Indonesia,Knee Lake Airport,CA,Canada,NAM,North America,7/13/2022,YKE,Clementine Jennemann,On Time,Business,On Time
98448,78ljNL,Torrence,Osgodby,Male,15,Ukraine,Benito Salas Airport,CO,Colombia,SAM,South America,3/1/2022,NVA,Torrence Osgodby,Delayed,Business,On Time
98449,1spP7A,Saxon,Suscens,Male,43,Philippines,Eelde Airport,NL,Netherlands,EU,Europe,8/8/2022,GRQ,Saxon Suscens,Delayed,Business,On Time
98450,EV2Pbd,Morly,Oggers,Male,9,Malaysia,Grande Cache Airport,CA,Canada,NAM,North America,5/4/2022,YGC,Morly Oggers,Cancelled,Business,On Time
98451,HOJiF5,Herrick,O'Dunniom,Male,82,Czech Republic,Havre St Pierre Airport,CA,Canada,NAM,North America,3/15/2022,YGV,Herrick O'Dunniom,Cancelled,Business,On Time
98452,Au5ftj,Arvie,Brewster,Male,37,Thailand,Tarakbits Airport,PG,Papua New Guinea,OC,Oceania,9/4/2022,TRJ,Arvie Brewster,Delayed,Business,On Time
98453,RGHpDv,Heywood,Stollenberg,Male,30,Indonesia,Ratnagiri Airport,IN,India,AS,Asia,1/23/2022,RTC,Heywood Stollenberg,Cancelled,Business,On Time
98454,tUzWuQ,Brianna,Gumm,Female,60,Indonesia,Senador Nilo Coelho Airport,BR,Brazil,SAM,South America,5/9/2022,PNZ,Brianna Gumm,Delayed,Business,On Time
98455,6FrkJ6,Margery,Longmuir,Female,78,Laos,Bancasi Airport,PH,Philippines,AS,Asia,4/11/2022,BXU,Margery Longmuir,On Time,Business,On Time
98456,vkFTx9,Sebastien,Teck,Male,17,Philippines,Skiathos Island National Airport,GR,Greece,EU,Europe,1/1/2022,JSI,Sebastien Teck,Cancelled,Business,On Time
98457,6GdlXS,Hakeem,Iaduccelli,Male,20,Argentina,Fairbury Municipal Airport,US,United States,NAM,North America,1/14/2022,FBY,Hakeem Iaduccelli,On Time,Business,On Time
98458,Ym88w4,Olivero,Treby,Male,43,Democratic Republic of the Congo,Kaélé Airport,CM,Cameroon,AF,Africa,8/22/2022,KLE,Olivero Treby,Delayed,Business,On Time
98459,7wI9zo,Cammi,Busk,Female,18,Russia,Kamina Airport,PG,Papua New Guinea,OC,Oceania,6/28/2022,KMF,Cammi Busk,Delayed,Business,On Time
98460,MaUVdw,Taffy,Spacie,Female,70,Egypt,Guilin Liangjiang International Airport,CN,China,AS,Asia,5/4/2022,KWL,Taffy Spacie,On Time,Business,On Time
98461,nhLoOu,Rutter,Elcum,Male,51,China,North Platte Regional Airport Lee Bird Field,US,United States,NAM,North America,5/3/2022,LBF,Rutter Elcum,Delayed,Business,On Time
98462,ZULNZn,Timmie,Whitta,Male,42,Belarus,Xienglom Airport,LA,Lao People's Democratic Republic,AS,Asia,1/17/2022,XIE,Timmie Whitta,Cancelled,Business,On Time
98463,nCXBLG,Serge,Eller,Male,34,Peru,Zanesville Municipal Airport,US,United States,NAM,North America,3/21/2022,ZZV,Serge Eller,On Time,Business,On Time
98464,BKg4Er,Cointon,Grieswood,Male,32,Philippines,Marsabit Airport,KE,Kenya,AF,Africa,11/7/2022,RBT,Cointon Grieswood,Cancelled,Business,On Time
98465,0ka2vb,Lemmie,Vassie,Male,89,Ireland,Paulatuk (Nora Aliqatchialuk Ruben) Airport,CA,Canada,NAM,North America,7/9/2022,YPC,Lemmie Vassie,Delayed,Business,On Time
98466,8OfKJz,Hersch,Varndall,Male,89,Indonesia,Fritzlar Airport,DE,Germany,EU,Europe,4/30/2022,FRZ,Hersch Varndall,On Time,Business,On Time
98467,0SOSGH,Nanette,Carryer,Female,31,Mexico,Aroa Airport,PG,Papua New Guinea,OC,Oceania,12/7/2022,AOA,Nanette Carryer,On Time,Business,On Time
98468,NGc6Np,Cointon,Janson,Male,33,Greece,Mayumba Airport,GA,Gabon,AF,Africa,4/13/2022,MYB,Cointon Janson,Delayed,Business,On Time
98469,1U3npo,Madge,Pailin,Female,13,South Korea,Bisha Airport,SA,Saudi Arabia,AS,Asia,10/7/2022,BHH,Madge Pailin,Cancelled,Business,On Time
98470,QPouQZ,Burt,Lamblot,Male,44,Sweden,Magan Airport,RU,Russian Federation,EU,Europe,2/24/2022,GYG,Burt Lamblot,Cancelled,Business,On Time
98471,8r07lp,Vanny,Fawley,Female,13,Russia,Khartoum International Airport,SD,Sudan,AF,Africa,9/28/2022,KRT,Vanny Fawley,Cancelled,Business,On Time
98472,1Mxpw2,Marybelle,Barczynski,Female,84,South Africa,Taharoa Aerodrome,NZ,New Zealand,OC,Oceania,5/11/2022,THH,Marybelle Barczynski,On Time,Business,On Time
98473,PSg3T2,Budd,Mathelin,Male,4,Canada,Ercan International Airport,CY,Cyprus,AS,Asia,10/14/2022,ECN,Budd Mathelin,Cancelled,Business,On Time
98474,sG6ilb,Giff,Brithman,Male,88,Brazil,Cravo Norte Airport,CO,Colombia,SAM,South America,5/15/2022,RAV,Giff Brithman,Cancelled,Business,On Time
98475,BBwwDj,Lesya,Dugget,Female,82,American Samoa,San Juan /Uganik/ Seaplane Base,US,United States,NAM,North America,3/3/2022,UGI,Lesya Dugget,Cancelled,Business,On Time
98476,ZTHEiR,Britteny,Shenton,Female,29,Seychelles,Asosa Airport,ET,Ethiopia,AF,Africa,1/9/2022,ASO,Britteny Shenton,On Time,Business,On Time
98477,lcCK4E,Carmel,Sirmon,Female,32,Colombia,Barra del Colorado Airport,CR,Costa Rica,NAM,North America,4/25/2022,BCL,Carmel Sirmon,On Time,Business,On Time
98478,YaUGOM,Henry,Hattigan,Male,37,Philippines,Lizard Island Airport,AU,Australia,OC,Oceania,12/28/2022,LZR,Henry Hattigan,Cancelled,Business,On Time
98479,rEJhsx,Hendrick,Edwardes,Male,66,United States,Kenosha Regional Airport,US,United States,NAM,North America,3/14/2022,ENW,Hendrick Edwardes,Cancelled,Business,On Time
98480,JQNTSt,Delores,Waistall,Female,87,France,Wapenamanda Airport,PG,Papua New Guinea,OC,Oceania,8/11/2022,WBM,Delores Waistall,Cancelled,Business,On Time
98481,WxRm9q,Joya,Wootton,Female,6,Colombia,Wake Island Airfield,UM,United States Minor Outlying Islands,OC,Oceania,7/28/2022,AWK,Joya Wootton,On Time,Business,On Time
98482,UVBCZi,Zulema,Dorgan,Female,27,Philippines,Indian Mountain LRRS Airport,US,United States,NAM,North America,12/14/2022,UTO,Zulema Dorgan,Delayed,Business,On Time
98483,9siEDj,Darbee,Vescovo,Male,20,Mexico,Bushehr Airport,IR,"Iran, Islamic Republic of",AS,Asia,12/25/2022,BUZ,Darbee Vescovo,Cancelled,Business,On Time
98484,2uPgEO,Britt,Pedreschi,Female,21,Russia,Tongareva Airport,CK,Cook Islands,OC,Oceania,7/3/2022,PYE,Britt Pedreschi,Cancelled,Business,On Time
98485,Y4xru9,Mannie,Schwier,Male,24,Indonesia,Kwigillingok Airport,US,United States,NAM,North America,2/26/2022,KWK,Mannie Schwier,Delayed,Business,On Time
98486,vX0U73,Marita,Beeke,Female,2,Nicaragua,Atar International Airport,MR,Mauritania,AF,Africa,11/27/2022,ATR,Marita Beeke,On Time,Business,On Time
98487,erDam5,Wallie,Isaacs,Male,35,Czech Republic,Nowata Airport,PG,Papua New Guinea,OC,Oceania,3/12/2022,NWT,Wallie Isaacs,Cancelled,Business,On Time
98488,AZqYs8,Selestina,Raulin,Female,38,Ireland,Orenburg Central Airport,RU,Russian Federation,EU,Europe,7/20/2022,REN,Selestina Raulin,On Time,Business,On Time
98489,5mDjuf,Temp,Fletcher,Male,26,Brazil,Wilmington Airpark,US,United States,NAM,North America,3/17/2022,ILN,Temp Fletcher,Delayed,Business,On Time
98490,iogsd7,Carlynn,Dmitrievski,Female,7,Ukraine,Moffett Federal Airfield,US,United States,NAM,North America,12/19/2022,NUQ,Carlynn Dmitrievski,On Time,Business,On Time
98491,cHcWxn,Emmerich,Scud,Male,80,Brazil,Vijayanagar Aerodrome (JSW),IN,India,AS,Asia,4/6/2022,VDY,Emmerich Scud,Cancelled,Business,On Time
98492,w8iS9l,Cchaddie,Leddie,Male,37,United States,El Dorado Airport,VE,"Venezuela, Bolivarian Republic of",SAM,South America,9/18/2022,EOR,Cchaddie Leddie,Cancelled,Business,On Time
98493,XTgeV6,Eadie,Canland,Female,52,Finland,Carlos Manuel de Cespedes Airport,CU,Cuba,NAM,North America,6/6/2022,BYM,Eadie Canland,On Time,Business,On Time
98494,ZjxhcD,Bernhard,Murdy,Male,2,China,Gladstone Airport,AU,Australia,OC,Oceania,2/23/2022,GLT,Bernhard Murdy,Cancelled,Business,On Time
98495,jw5LKD,Siana,Andriulis,Female,45,China,Napuka Island Airport,PF,French Polynesia,OC,Oceania,11/6/2022,NAU,Siana Andriulis,Delayed,Business,On Time
98496,KRoFPR,Maurita,Silcock,Female,38,Japan,Galion Municipal Airport,US,United States,NAM,North America,5/10/2022,GQQ,Maurita Silcock,On Time,Business,On Time
98497,irRaWQ,Ursuline,Vanyushkin,Female,79,Afghanistan,Yoshkar-Ola Airport,RU,Russian Federation,EU,Europe,9/10/2022,JOK,Ursuline Vanyushkin,On Time,Business,On Time
98498,IQ4S3a,Cordie,Barton,Male,1,Lithuania,Talasea Airport,PG,Papua New Guinea,OC,Oceania,12/27/2022,TLW,Cordie Barton,On Time,Business,On Time
98499,lds3s6,Hadria,West,Female,9,China,Vichy-Charmeil Airport,FR,France,EU,Europe,12/7/2022,VHY,Hadria West,Delayed,Business,On Time
98500,ckj9ku,Dar,Helbeck,Male,12,Bangladesh,Vista Field,US,United States,NAM,North America,12/27/2022,VSK,Dar Helbeck,Cancelled,Business,On Time
98501,XDUXeH,Brunhilde,Demelt,Female,30,France,Sevilla Airport,ES,Spain,EU,Europe,8/15/2022,SVQ,Brunhilde Demelt,On Time,Business,On Time
98502,8VbowV,Joleen,Brecon,Female,65,United States,Ensenada International Airport,MX,Mexico,NAM,North America,1/26/2022,ESE,Joleen Brecon,Delayed,Business,On Time
98503,V9fOQZ,Linnea,Roose,Female,11,Honduras,Stevens Village Airport,US,United States,NAM,North America,11/29/2022,SVS,Linnea Roose,Cancelled,Business,On Time
98504,g8QB5o,Torie,Measor,Female,80,Thailand,Kokkola-Pietarsaari Airport,FI,Finland,EU,Europe,5/25/2022,KOK,Torie Measor,Cancelled,Business,On Time
98505,Mgg7ql,Sydney,Patient,Male,15,China,John F Kennedy Memorial Airport,US,United States,NAM,North America,5/29/2022,ASX,Sydney Patient,On Time,Business,On Time
98506,DBOvY6,Hart,Raselles,Male,8,Tanzania,Drift River Airport,US,United States,NAM,North America,3/31/2022,DRF,Hart Raselles,Delayed,Business,On Time
98507,B39Lkr,Miner,Keyzman,Male,54,Portugal,Senggo Airport,ID,Indonesia,AS,Asia,4/2/2022,ZEG,Miner Keyzman,Delayed,Business,On Time
98508,NCeH3C,Francene,Struther,Female,6,Japan,Ponciano Arriaga International Airport,MX,Mexico,NAM,North America,4/16/2022,SLP,Francene Struther,Delayed,Business,On Time
98509,itY3As,Claybourne,Gatward,Male,61,Brazil,La Palma Airport,ES,Spain,EU,Europe,3/30/2022,SPC,Claybourne Gatward,Cancelled,Business,On Time
98510,gRfmlX,Wells,Diggle,Male,81,Guinea,Valencia Airport,ES,Spain,EU,Europe,11/6/2022,VLC,Wells Diggle,Cancelled,Business,On Time
98511,dlMRgv,Cherie,Rosling,Female,76,Aland Islands,Rocha Airport,UY,Uruguay,SAM,South America,12/11/2022,RCH,Cherie Rosling,Delayed,Business,On Time
98512,ZcTas4,Bennie,Stearnes,Female,50,Argentina,Hollis Clark Bay Seaplane Base,US,United States,NAM,North America,8/15/2022,HYL,Bennie Stearnes,Cancelled,Business,On Time
98513,QsLnFb,Guendolen,Stennings,Female,6,Uganda,Point Baker Seaplane Base,US,United States,NAM,North America,8/28/2022,KPB,Guendolen Stennings,Delayed,Business,On Time
98514,XNhuls,Noelyn,Kenchington,Female,15,Mali,Sabiha Gökçen International Airport,TR,Turkey,AS,Asia,8/25/2022,SAW,Noelyn Kenchington,On Time,Business,On Time
98515,aiDTb4,Tara,Armsden,Female,73,Portugal,Rand Airport,ZA,South Africa,AF,Africa,9/14/2022,QRA,Tara Armsden,Delayed,Business,On Time
98516,TOn2Dv,Thedric,Reeveley,Male,49,Poland,Saint-Brieuc-Armor Airport,FR,France,EU,Europe,6/14/2022,SBK,Thedric Reeveley,Cancelled,Business,On Time
98517,mgNcSJ,Fenelia,Adamek,Female,50,China,Tocumen International Airport,PA,Panama,NAM,North America,3/27/2022,PTY,Fenelia Adamek,Delayed,Business,On Time
98518,KpJsZe,Carmine,Dooler,Female,88,Myanmar,Eskilstuna Airport,SE,Sweden,EU,Europe,8/10/2022,EKT,Carmine Dooler,Cancelled,Business,On Time
98519,ZRoFGM,Richart,Franzettoini,Male,25,Belarus,Yushu Batang Airport,CN,China,AS,Asia,5/20/2022,YUS,Richart Franzettoini,Cancelled,Business,On Time
98520,Go61bJ,Grantham,Eton,Male,74,China,Antwerp International Airport (Deurne),BE,Belgium,EU,Europe,8/14/2022,ANR,Grantham Eton,On Time,Business,On Time
98521,V8hiXt,Ellsworth,Roseburgh,Male,62,Canada,Ouro Fino Airport,BR,Brazil,SAM,South America,9/7/2022,0,Ellsworth Roseburgh,On Time,Business,On Time
98522,xnPcky,Jock,Lukesch,Male,35,Peru,Gothenburg City Airport,SE,Sweden,EU,Europe,12/25/2022,GSE,Jock Lukesch,On Time,Business,On Time
98523,FDo46m,Lindon,Taverner,Male,74,Russia,Glentanner Airport,NZ,New Zealand,OC,Oceania,4/15/2022,GTN,Lindon Taverner,Delayed,Business,On Time
98524,cEQC3H,Alexa,Townsley,Female,19,China,Capitán FAP Renán Elías Olivera International Airport,PE,Peru,SAM,South America,8/12/2022,PIO,Alexa Townsley,Cancelled,Business,On Time
98525,H3usAw,Hilly,Turton,Male,7,Sweden,Payam International Airport,IR,"Iran, Islamic Republic of",AS,Asia,1/13/2022,PYK,Hilly Turton,Cancelled,Business,On Time
98526,gNksga,Dre,Philippart,Female,54,Japan,Horsham Airport,AU,Australia,OC,Oceania,3/31/2022,HSM,Dre Philippart,On Time,Business,On Time
98527,rqNjtZ,Berti,Burnip,Male,5,China,Jamestown Regional Airport,US,United States,NAM,North America,6/20/2022,JMS,Berti Burnip,Delayed,Business,On Time
98528,buOLmR,Juditha,McCart,Female,65,Morocco,Røros Airport,NO,Norway,EU,Europe,9/10/2022,RRS,Juditha McCart,Delayed,Business,On Time
98529,V3DJk6,Sax,Yeoland,Male,5,Indonesia,Nanki Shirahama Airport,JP,Japan,AS,Asia,12/21/2022,SHM,Sax Yeoland,Cancelled,Business,On Time
98530,HrULf1,Simmonds,Fazakerley,Male,42,Indonesia,Mareb Airport,YE,Yemen,AS,Asia,12/30/2022,MYN,Simmonds Fazakerley,Delayed,Business,On Time
98531,FRvCVG,Cherri,Steen,Female,21,Indonesia,Cochstedt Airport,DE,Germany,EU,Europe,7/8/2022,CSO,Cherri Steen,On Time,Business,On Time
98532,JCACfh,Timmi,Leyton,Female,29,Greece,Pine Ridge Airport,US,United States,NAM,North America,3/18/2022,XPR,Timmi Leyton,Cancelled,Business,On Time
98533,pqHBLx,Aldrich,Whittington,Male,50,South Korea,Mapoda Airport,PG,Papua New Guinea,OC,Oceania,12/24/2022,MPF,Aldrich Whittington,Cancelled,Business,On Time
98534,e3K7wG,Amos,Russam,Male,33,Brazil,Misawa Air Base,JP,Japan,AS,Asia,4/5/2022,MSJ,Amos Russam,On Time,Business,On Time
98535,KjtBxW,Willem,Veschambes,Male,1,South Africa,RAF Ascension Island,SH,"Saint Helena, Ascension and Tristan da Cunha",AF,Africa,3/30/2022,ASI,Willem Veschambes,On Time,Business,On Time
98536,jT6kRM,Shurlock,Casacchia,Male,48,Indonesia,Saúl Airport,GF,French Guiana,SAM,South America,4/25/2022,XAU,Shurlock Casacchia,On Time,Business,On Time
98537,xMmMg7,Kial,Ruggles,Female,82,Indonesia,Dera Ghazi Khan Airport,PK,Pakistan,AS,Asia,4/11/2022,DEA,Kial Ruggles,Cancelled,Business,On Time
98538,4jUxvQ,Dru,Loveridge,Male,76,Indonesia,Pimaga Airport,PG,Papua New Guinea,OC,Oceania,12/28/2022,PMP,Dru Loveridge,Delayed,Business,On Time
98539,RBb1TY,Thebault,Johl,Male,62,Indonesia,Jiansanjiang Airport,CN,China,AS,Asia,6/17/2022,JSJ,Thebault Johl,On Time,Business,On Time
98540,2ITNo3,Ambrosio,Fitzmaurice,Male,41,China,Zona da Mata Regional Airport,BR,Brazil,SAM,South America,10/31/2022,IZA,Ambrosio Fitzmaurice,Cancelled,Business,On Time
98541,o4ZGs6,Lucais,Hughlin,Male,70,Philippines,Mueda Airport,MZ,Mozambique,AF,Africa,8/19/2022,MUD,Lucais Hughlin,On Time,Business,On Time
98542,bpgd3i,Lyndsie,Pensom,Female,9,China,Juan Mendoza Airport,BO,"Bolivia, Plurinational State of",SAM,South America,6/15/2022,ORU,Lyndsie Pensom,Delayed,Business,On Time
98543,1I7AqM,Rik,Heathcott,Male,54,Indonesia,Ciudad del Carmen International Airport,MX,Mexico,NAM,North America,7/28/2022,CME,Rik Heathcott,Delayed,Business,On Time
98544,ni70DQ,Florencia,Drawmer,Female,34,China,Bolzano Airport,IT,Italy,EU,Europe,9/6/2022,BZO,Florencia Drawmer,Cancelled,Business,On Time
98545,fVDLLa,Arleta,Gwalter,Female,55,Brazil,Santa Cruz del Quiche Airport,GT,Guatemala,NAM,North America,11/15/2022,AQB,Arleta Gwalter,Delayed,Business,On Time
98546,Hq3Qjk,Harriett,Staterfield,Female,50,Montenegro,Stavropol Shpakovskoye Airport,RU,Russian Federation,EU,Europe,1/12/2022,STW,Harriett Staterfield,Cancelled,Business,On Time
98547,1vB3Xc,Benjamin,Doag,Male,67,Mongolia,Kamaran Airport,YE,Yemen,AS,Asia,1/18/2022,KAM,Benjamin Doag,On Time,Business,On Time
98548,JT671s,Morton,Punch,Male,34,Haiti,Lal Bahadur Shastri Airport,IN,India,AS,Asia,6/24/2022,VNS,Morton Punch,Cancelled,Business,On Time
98549,a2TEFk,Vassily,ffrench Beytagh,Male,23,Lithuania,Jiayuguan Airport,CN,China,AS,Asia,11/19/2022,JGN,Vassily ffrench Beytagh,Cancelled,Business,On Time
98550,TdFcwL,Nalani,De Normanville,Female,81,Philippines,Angel Albino Corzo International Airport,MX,Mexico,NAM,North America,7/8/2022,TGZ,Nalani De Normanville,On Time,Business,On Time
98551,ciU8zq,Michel,Lakeland,Female,55,Albania,Dasht-e Naz Airport,IR,"Iran, Islamic Republic of",AS,Asia,9/4/2022,SRY,Michel Lakeland,Cancelled,Business,On Time
